#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
IRF1	TAP1	9940.ENSOARP00000016180	9940.ENSOARP00000008309	0	0	0	0	0.672	0	0	0.171	0.716
IRF1	LOC101103623	9940.ENSOARP00000016180	9940.ENSOARP00000009333	0	0	0	0	0.078	0	0.109	0.491	0.545
IRF1	STAT2	9940.ENSOARP00000016180	9940.ENSOARP00000009831	0	0	0	0	0.268	0.271	0.092	0.783	0.880
IRF1	RELB	9940.ENSOARP00000016180	9940.ENSOARP00000010249	0	0	0	0	0.112	0.096	0.054	0.451	0.527
IRF1	CCL2	9940.ENSOARP00000016180	9940.ENSOARP00000010324	0	0	0	0	0.111	0.098	0	0.460	0.529
IRF1	EIF2AK2	9940.ENSOARP00000016180	9940.ENSOARP00000010460	0	0	0	0	0.111	0.058	0	0.535	0.577
IRF1	ATF3	9940.ENSOARP00000016180	9940.ENSOARP00000011261	0	0	0	0	0	0.104	0	0.409	0.448
IRF1	NFKB1	9940.ENSOARP00000016180	9940.ENSOARP00000013630	0	0	0	0	0.144	0.058	0.052	0.479	0.548
IRF1	CD274	9940.ENSOARP00000016180	9940.ENSOARP00000014478	0	0	0	0	0.112	0	0	0.527	0.562
IRF1	RUNX1	9940.ENSOARP00000016180	9940.ENSOARP00000014585	0	0	0	0	0.081	0.043	0.049	0.480	0.506
IRF1	ETS2	9940.ENSOARP00000016180	9940.ENSOARP00000015589	0	0	0	0	0.215	0.085	0	0.320	0.469
IRF1	CCL20	9940.ENSOARP00000016180	9940.ENSOARP00000022112	0	0	0	0	0.152	0.047	0.055	0.333	0.423
IRF1	PARP14	9940.ENSOARP00000016180	9940.ENSOARP00000021648	0	0	0	0	0.256	0	0	0.314	0.468
IRF1	CSF1	9940.ENSOARP00000016180	9940.ENSOARP00000020785	0	0	0	0	0.094	0	0.150	0.368	0.470
IRF1	CSF2	9940.ENSOARP00000016180	9940.ENSOARP00000016551	0	0	0	0	0.137	0	0	0.432	0.490
IRF1	EGR1	9940.ENSOARP00000016180	9940.ENSOARP00000017688	0	0	0	0	0.201	0.103	0.055	0.395	0.536
IRF1	NFKBIZ	9940.ENSOARP00000016180	9940.ENSOARP00000019997	0	0	0	0	0.446	0.058	0.052	0.201	0.551
IRF1	NLRC5	9940.ENSOARP00000016180	9940.ENSOARP00000020235	0	0	0	0	0.363	0	0.059	0.364	0.586
IRF1	ICAM1	9940.ENSOARP00000016180	9940.ENSOARP00000016801	0	0	0	0	0.423	0.044	0	0.413	0.648
IRF1	CXCL10	9940.ENSOARP00000016180	9940.ENSOARP00000017841	0	0	0	0	0.418	0	0	0.662	0.795
IRS1	PIK3R1	9940.ENSOARP00000021991	9940.ENSOARP00000006294	0	0	0	0	0	0.577	0.932	0.371	0.980
IRS1	RICTOR	9940.ENSOARP00000021991	9940.ENSOARP00000010402	0	0	0	0	0	0.061	0	0.673	0.680
IRS1	EIF2AK2	9940.ENSOARP00000021991	9940.ENSOARP00000010460	0	0	0	0	0	0.075	0.900	0.129	0.912
IRS1	EGFR	9940.ENSOARP00000021991	9940.ENSOARP00000014758	0	0	0	0	0	0.102	0.660	0.508	0.837
IRS1	PDGFRA	9940.ENSOARP00000021991	9940.ENSOARP00000020481	0	0	0	0	0	0.044	0.724	0.082	0.737
IRS1	PLEK	9940.ENSOARP00000021991	9940.ENSOARP00000021369	0	0	0	0	0	0	0.055	0.467	0.475
JADE1	KCNK12	9940.ENSOARP00000016229	9940.ENSOARP00000005488	0	0	0	0	0	0	0	0.484	0.483
JADE2	CTSC	9940.ENSOARP00000015028	9940.ENSOARP00000004269	0	0	0	0	0.050	0	0	0.481	0.485
KCNJ14	KCNK6	9940.ENSOARP00000012632	9940.ENSOARP00000005980	0	0	0	0	0	0	0	0.598	0.598
KCNK12	KCNK6	9940.ENSOARP00000005488	9940.ENSOARP00000005980	0	0	0	0.631	0.064	0	0.374	0.135	0.448
KCNK12	JADE1	9940.ENSOARP00000005488	9940.ENSOARP00000016229	0	0	0	0	0	0	0	0.484	0.483
KCNK6	KCNK12	9940.ENSOARP00000005980	9940.ENSOARP00000005488	0	0	0	0.631	0.064	0	0.374	0.135	0.448
KCNK6	KCNJ14	9940.ENSOARP00000005980	9940.ENSOARP00000012632	0	0	0	0	0	0	0	0.598	0.598
KDM7A	E2F2	9940.ENSOARP00000013436	9940.ENSOARP00000007862	0	0	0	0	0.047	0.057	0	0.532	0.542
KDM7A	TET3	9940.ENSOARP00000013436	9940.ENSOARP00000013138	0	0	0	0	0.053	0	0	0.393	0.400
KDM7A	ABTB2	9940.ENSOARP00000013436	9940.ENSOARP00000019812	0	0	0	0	0	0	0	0.410	0.410
KIF3C	ARHGEF17	9940.ENSOARP00000019824	9940.ENSOARP00000007937	0	0	0	0	0	0.045	0	0.480	0.482
KIF5C	TUBB	9940.ENSOARP00000010219	9940.ENSOARP00000012463	0	0	0	0	0.057	0.348	0	0.146	0.429
KIF5C	APPBP2	9940.ENSOARP00000010219	9940.ENSOARP00000018409	0	0	0	0	0.055	0.272	0.245	0.119	0.481
KIF5C	ARL5B	9940.ENSOARP00000010219	9940.ENSOARP00000019110	0	0	0	0	0	0.042	0.148	0.508	0.563
KITLG	PIK3R1	9940.ENSOARP00000016728	9940.ENSOARP00000006294	0	0	0	0	0.067	0	0.510	0.074	0.539
KITLG	LIF	9940.ENSOARP00000016728	9940.ENSOARP00000006769	0	0	0	0	0	0	0	0.608	0.608
KITLG	STAT2	9940.ENSOARP00000016728	9940.ENSOARP00000009831	0	0	0	0	0	0	0.367	0.122	0.420
KITLG	RUNX1	9940.ENSOARP00000016728	9940.ENSOARP00000014585	0	0	0	0	0	0	0	0.463	0.463
KITLG	EGFR	9940.ENSOARP00000016728	9940.ENSOARP00000014758	0	0	0	0	0.079	0	0.900	0.312	0.931
KITLG	CSF2	9940.ENSOARP00000016728	9940.ENSOARP00000016551	0	0	0	0	0.090	0	0	0.737	0.750
KITLG	FGF7	9940.ENSOARP00000016728	9940.ENSOARP00000022568	0	0	0	0	0	0	0	0.532	0.532
KITLG	CSF1	9940.ENSOARP00000016728	9940.ENSOARP00000020785	0	0	0	0	0	0	0	0.606	0.606
KITLG	CD44	9940.ENSOARP00000016728	9940.ENSOARP00000020204	0	0	0	0	0	0	0	0.636	0.636
KITLG	PDGFRA	9940.ENSOARP00000016728	9940.ENSOARP00000020481	0	0	0	0	0	0.223	0.922	0.459	0.964
KLF6	NRIP1	9940.ENSOARP00000013841	9940.ENSOARP00000001205	0	0	0	0	0	0.043	0	0.407	0.408
KLF6	NR4A2	9940.ENSOARP00000013841	9940.ENSOARP00000008569	0	0	0	0	0	0.044	0	0.423	0.425
KLF6	RELB	9940.ENSOARP00000013841	9940.ENSOARP00000010249	0	0	0	0	0	0.099	0.066	0.411	0.461
KLF6	FOSB	9940.ENSOARP00000013841	9940.ENSOARP00000010701	0	0	0	0	0.096	0.066	0.053	0.397	0.454
KLF6	ATF3	9940.ENSOARP00000013841	9940.ENSOARP00000011261	0	0	0	0	0.185	0.066	0.053	0.410	0.517
KLF6	FOSL2	9940.ENSOARP00000013841	9940.ENSOARP00000020928	0	0	0	0	0	0.066	0.070	0.367	0.402
KLF6	EGR1	9940.ENSOARP00000013841	9940.ENSOARP00000017688	0	0	0	0	0.112	0	0	0.381	0.427
KLHDC3	APPBP2	9940.ENSOARP00000005268	9940.ENSOARP00000018409	0	0	0	0	0	0	0	0.479	0.479
KLHDC3	UBXN7	9940.ENSOARP00000005268	9940.ENSOARP00000021832	0	0	0	0	0	0.484	0	0	0.483
LAMC2	CD44	9940.ENSOARP00000000770	9940.ENSOARP00000020204	0	0	0	0	0	0.041	0.900	0.276	0.924
LIF	MUC1	9940.ENSOARP00000006769	9940.ENSOARP00000004043	0	0	0	0	0.087	0	0	0.479	0.504
LIF	CSF2	9940.ENSOARP00000006769	9940.ENSOARP00000016551	0	0	0	0	0.123	0	0.095	0.457	0.532
LIF	KITLG	9940.ENSOARP00000006769	9940.ENSOARP00000016728	0	0	0	0	0	0	0	0.608	0.608
LIF	FGF7	9940.ENSOARP00000006769	9940.ENSOARP00000022568	0	0	0	0	0.067	0	0.054	0.602	0.618
LIF	IL15RA	9940.ENSOARP00000006769	9940.ENSOARP00000013675	0	0	0	0	0	0	0.650	0	0.650
LIF	EGFR	9940.ENSOARP00000006769	9940.ENSOARP00000014758	0	0	0	0	0	0	0.650	0.224	0.716
LIF	PDGFRA	9940.ENSOARP00000006769	9940.ENSOARP00000020481	0	0	0	0	0.070	0	0.650	0.256	0.736
LNPEP	GART	9940.ENSOARP00000019317	9940.ENSOARP00000014076	0.109	0	0	0	0.049	0.068	0	0.334	0.403
LNPEP	TBC1D4	9940.ENSOARP00000019317	9940.ENSOARP00000016718	0	0	0	0	0	0	0.552	0.301	0.673
LNPEP	IMPG2	9940.ENSOARP00000019317	9940.ENSOARP00000019625	0	0	0	0	0	0	0	0.521	0.521
LOC101103623	TANK	9940.ENSOARP00000009333	9940.ENSOARP00000007272	0	0	0	0	0.053	0	0	0.521	0.527
LOC101103623	TRIM25	9940.ENSOARP00000009333	9940.ENSOARP00000007514	0	0	0	0	0.050	0	0	0.405	0.410
LOC101103623	CSF2	9940.ENSOARP00000009333	9940.ENSOARP00000016551	0	0	0	0	0	0	0	0.409	0.409
LOC101103623	CCL2	9940.ENSOARP00000009333	9940.ENSOARP00000010324	0	0	0	0	0	0	0	0.479	0.479
LOC101103623	IRF1	9940.ENSOARP00000009333	9940.ENSOARP00000016180	0	0	0	0	0.078	0	0.109	0.491	0.545
LOC101103623	CXCL10	9940.ENSOARP00000009333	9940.ENSOARP00000017841	0	0	0	0	0.122	0	0	0.557	0.595
LOC101103623	STAT2	9940.ENSOARP00000009333	9940.ENSOARP00000009831	0	0	0	0	0.055	0	0.257	0.529	0.640
LOC101103623	IL15RA	9940.ENSOARP00000009333	9940.ENSOARP00000013675	0	0	0	0	0	0	0.650	0.061	0.657
LOC101103623	PDGFRA	9940.ENSOARP00000009333	9940.ENSOARP00000020481	0	0	0	0	0.087	0	0.650	0.043	0.667
LOC101103623	EGFR	9940.ENSOARP00000009333	9940.ENSOARP00000014758	0	0	0	0	0	0	0.650	0.273	0.734
LOC101103623	NFKB1	9940.ENSOARP00000009333	9940.ENSOARP00000013630	0	0	0	0	0.042	0	0.900	0.228	0.919
LOC101107908	AP1S3	9940.ENSOARP00000014860	9940.ENSOARP00000021897	0	0	0	0	0	0	0.654	0	0.654
LOC101114226	CCL2	9940.ENSOARP00000019646	9940.ENSOARP00000010324	0	0	0	0	0.095	0.098	0	0.569	0.617
LOC101114226	SELE	9940.ENSOARP00000019646	9940.ENSOARP00000011870	0	0	0	0	0.064	0	0.052	0.891	0.895
LOC101114226	CSF2	9940.ENSOARP00000019646	9940.ENSOARP00000016551	0	0	0	0	0	0.108	0	0.425	0.465
LOC101114226	ICAM1	9940.ENSOARP00000019646	9940.ENSOARP00000016801	0	0	0	0.559	0.067	0	0	0.705	0.713
LOC101114226	CXCL10	9940.ENSOARP00000019646	9940.ENSOARP00000017841	0	0	0	0	0.110	0	0	0.436	0.477
LOC101114226	F3	9940.ENSOARP00000019646	9940.ENSOARP00000018602	0	0	0	0	0	0	0	0.561	0.561
LOC101114226	HMOX1	9940.ENSOARP00000019646	9940.ENSOARP00000019836	0	0	0	0	0	0	0	0.426	0.426
LOC101114226	THBS1	9940.ENSOARP00000019646	9940.ENSOARP00000021538	0	0	0	0	0	0.103	0.055	0.384	0.432
LOC101114226	PDGFRA	9940.ENSOARP00000019646	9940.ENSOARP00000020481	0	0	0	0	0.077	0.071	0	0.413	0.452
LOC101114226	CD44	9940.ENSOARP00000019646	9940.ENSOARP00000020204	0	0	0	0	0	0	0	0.538	0.538
LOC106990104	HSPA8	9940.ENSOARP00000018262	9940.ENSOARP00000000124	0.062	0	0	0	0.350	0.118	0	0.340	0.597
LOC106990104	HSPA6	9940.ENSOARP00000018262	9940.ENSOARP00000007992	0.062	0	0	0	0.350	0.118	0	0.206	0.515
LOC106990104	HSPA1A	9940.ENSOARP00000018262	9940.ENSOARP00000009461	0.062	0	0	0	0.350	0.118	0	0.394	0.630
LOC106990104	DNAJC13	9940.ENSOARP00000018262	9940.ENSOARP00000009695	0	0	0	0	0	0	0	0.481	0.481
LOC106990104	HSPH1	9940.ENSOARP00000018262	9940.ENSOARP00000012602	0.062	0	0	0	0.350	0.118	0	0.180	0.500
LOC106990104	DNAJB4	9940.ENSOARP00000018262	9940.ENSOARP00000014285	0.042	0	0	0	0.242	0.094	0	0.212	0.412
LOC106990104	HSPA4L	9940.ENSOARP00000018262	9940.ENSOARP00000017122	0.062	0	0	0	0.350	0.118	0	0.388	0.626
LRP2	TGFA	9940.ENSOARP00000003860	9940.ENSOARP00000011905	0	0	0	0	0	0	0.372	0.084	0.400
LRP2	HBEGF	9940.ENSOARP00000003860	9940.ENSOARP00000018804	0	0	0	0	0	0	0.372	0.092	0.405
LRP2	FZD1	9940.ENSOARP00000003860	9940.ENSOARP00000017861	0	0	0	0	0	0.109	0.244	0.191	0.407
LRP2	EGFR	9940.ENSOARP00000003860	9940.ENSOARP00000014758	0	0	0	0	0.086	0.143	0.367	0.220	0.561
LRP2	CDON	9940.ENSOARP00000003860	9940.ENSOARP00000012950	0	0	0	0	0	0	0.901	0.147	0.912
LRRC8C	MBNL2	9940.ENSOARP00000016711	9940.ENSOARP00000002852	0	0	0	0	0	0	0	0.522	0.522
LRRFIP2	PRKDC	9940.ENSOARP00000017720	9940.ENSOARP00000012785	0	0	0	0	0.062	0.065	0	0.497	0.521
LRRFIP2	EPM2AIP1	9940.ENSOARP00000017720	9940.ENSOARP00000015016	0	0	0	0	0	0	0	0.409	0.408
MAML2	RBPJ	9940.ENSOARP00000009159	9940.ENSOARP00000008761	0	0	0	0	0.054	0.143	0.950	0.961	0.998
MAML2	AMOT	9940.ENSOARP00000009159	9940.ENSOARP00000018745	0	0	0	0	0	0.099	0	0.411	0.446
MAN1A1	MGAT2	9940.ENSOARP00000009019	9940.ENSOARP00000000856	0	0	0	0	0	0.103	0	0.480	0.513
MAP1A	FXR1	9940.ENSOARP00000011028	9940.ENSOARP00000022219	0	0	0	0	0	0.313	0	0.174	0.408
MAP2K3	RAP1B	9940.ENSOARP00000002773	9940.ENSOARP00000001075	0	0	0	0	0.055	0.052	0.900	0.046	0.903
MAP2K3	RIPK2	9940.ENSOARP00000002773	9940.ENSOARP00000012001	0	0	0	0.608	0.049	0.145	0.361	0.179	0.516
MAP2K3	MYOCD	9940.ENSOARP00000002773	9940.ENSOARP00000016627	0	0	0	0	0.077	0.061	0	0.503	0.531
MAP2K3	IRAK2	9940.ENSOARP00000002773	9940.ENSOARP00000005327	0	0	0	0	0.090	0.100	0.346	0.250	0.544
MARCHF5	TANK	9940.ENSOARP00000000060	9940.ENSOARP00000007272	0	0	0	0	0	0.098	0	0.391	0.427
MARCHF5	SMURF1	9940.ENSOARP00000000060	9940.ENSOARP00000000094	0	0	0	0	0	0.059	0	0.478	0.487
MARCHF5	RNF125	9940.ENSOARP00000000060	9940.ENSOARP00000006559	0	0	0	0	0.050	0	0	0.538	0.542
MARS2	POLE	9940.ENSOARP00000016770	9940.ENSOARP00000011413	0.050	0	0	0	0	0	0	0.397	0.402
MAT2A	GART	9940.ENSOARP00000022042	9940.ENSOARP00000014076	0.064	0	0	0	0.277	0	0	0.482	0.618
MAT2A	MAT2B	9940.ENSOARP00000022042	9940.ENSOARP00000015175	0.071	0	0	0	0	0.683	0.976	0.796	0.998
MAT2A	CSTF3	9940.ENSOARP00000022042	9940.ENSOARP00000018539	0.112	0	0	0	0.048	0.093	0	0.385	0.465
MAT2B	DHCR7	9940.ENSOARP00000015175	9940.ENSOARP00000001432	0	0	0	0	0.111	0.342	0	0.183	0.480
MAT2B	CMPK2	9940.ENSOARP00000015175	9940.ENSOARP00000015697	0.050	0	0	0	0	0	0	0.476	0.481
MAT2B	SNX1	9940.ENSOARP00000015175	9940.ENSOARP00000022306	0	0.453	0	0	0	0.102	0	0.044	0.489
MAT2B	GMPPA	9940.ENSOARP00000015175	9940.ENSOARP00000021694	0.065	0	0	0	0.276	0.055	0.273	0.147	0.530
MAT2B	MAT2A	9940.ENSOARP00000015175	9940.ENSOARP00000022042	0.071	0	0	0	0	0.683	0.976	0.796	0.998
MBNL2	LRRC8C	9940.ENSOARP00000002852	9940.ENSOARP00000016711	0	0	0	0	0	0	0	0.522	0.522
MCMDC2	CCNJ	9940.ENSOARP00000019224	9940.ENSOARP00000007489	0	0	0	0	0.149	0.184	0.259	0.171	0.516
MCMDC2	POLE	9940.ENSOARP00000019224	9940.ENSOARP00000011413	0	0	0	0	0.209	0.541	0.434	0.280	0.832
MCMDC2	REC8	9940.ENSOARP00000019224	9940.ENSOARP00000020623	0	0	0	0	0.151	0	0.081	0.417	0.506
MDM4	SGK1	9940.ENSOARP00000002957	9940.ENSOARP00000015778	0	0	0	0	0	0.108	0.372	0.042	0.416
MDM4	DAXX	9940.ENSOARP00000002957	9940.ENSOARP00000010217	0	0	0	0	0.043	0.375	0.278	0.216	0.616
MDM4	UBC	9940.ENSOARP00000002957	9940.ENSOARP00000019508	0	0	0	0	0	0.527	0.370	0.109	0.711
MEIS1	NRG1	9940.ENSOARP00000021432	9940.ENSOARP00000000211	0	0	0	0	0.077	0.063	0	0.366	0.404
MEIS1	ETV1	9940.ENSOARP00000021432	9940.ENSOARP00000008329	0	0	0	0	0	0	0	0.484	0.483
MEIS1	RUNX1	9940.ENSOARP00000021432	9940.ENSOARP00000014585	0	0	0	0	0	0	0	0.470	0.470
MEIS1	DOT1L	9940.ENSOARP00000021432	9940.ENSOARP00000015227	0	0	0	0	0	0	0	0.571	0.571
MGAT2	MAN1A1	9940.ENSOARP00000000856	9940.ENSOARP00000009019	0	0	0	0	0	0.103	0	0.480	0.513
MID1IP1	RGS16	9940.ENSOARP00000020661	9940.ENSOARP00000020406	0	0	0	0	0	0	0	0.477	0.477
MMP13	SDC4	9940.ENSOARP00000005136	9940.ENSOARP00000005590	0	0	0	0	0	0	0.139	0.338	0.406
MMP13	RUNX1	9940.ENSOARP00000005136	9940.ENSOARP00000014585	0	0	0	0	0.048	0	0.180	0.306	0.411
MMP13	CCN2	9940.ENSOARP00000005136	9940.ENSOARP00000015287	0	0	0	0	0.054	0.044	0	0.452	0.461
MMP13	CD44	9940.ENSOARP00000005136	9940.ENSOARP00000020204	0	0	0	0	0.053	0.049	0.261	0.460	0.592
MMP13	CCL2	9940.ENSOARP00000005136	9940.ENSOARP00000010324	0	0	0	0	0.102	0	0	0.579	0.606
MORC3	IFIH1	9940.ENSOARP00000014977	9940.ENSOARP00000006578	0	0	0	0	0.112	0	0	0.386	0.431
MTTP	ABCA1	9940.ENSOARP00000015814	9940.ENSOARP00000007886	0	0	0	0	0.054	0	0	0.453	0.460
MTTP	DAPP1	9940.ENSOARP00000015814	9940.ENSOARP00000015261	0	0	0	0	0.047	0	0.054	0.501	0.510
MUC1	CD274	9940.ENSOARP00000004043	9940.ENSOARP00000014478	0	0	0	0	0	0	0	0.418	0.418
MUC1	CLDN1	9940.ENSOARP00000004043	9940.ENSOARP00000021989	0	0	0	0	0	0	0	0.431	0.431
MUC1	HSPA1A	9940.ENSOARP00000004043	9940.ENSOARP00000009461	0	0	0	0	0	0.113	0.066	0.398	0.457
MUC1	LIF	9940.ENSOARP00000004043	9940.ENSOARP00000006769	0	0	0	0	0.087	0	0	0.479	0.504
MUC1	THBS1	9940.ENSOARP00000004043	9940.ENSOARP00000021538	0	0	0	0	0.064	0.103	0.095	0.447	0.524
MUC1	CD44	9940.ENSOARP00000004043	9940.ENSOARP00000020204	0	0	0	0	0.047	0	0.108	0.566	0.599
MUC1	ICAM1	9940.ENSOARP00000004043	9940.ENSOARP00000016801	0	0	0	0	0.088	0	0.095	0.554	0.600
MUC1	EGFR	9940.ENSOARP00000004043	9940.ENSOARP00000014758	0	0	0	0	0	0.570	0.054	0.725	0.878
MXD1	E2F2	9940.ENSOARP00000021203	9940.ENSOARP00000007862	0	0	0	0	0	0.098	0.245	0.297	0.479
MXD1	ATF3	9940.ENSOARP00000021203	9940.ENSOARP00000011261	0	0	0	0	0.047	0	0.053	0.420	0.431
MXD1	HBEGF	9940.ENSOARP00000021203	9940.ENSOARP00000018804	0	0	0	0	0.068	0	0	0.416	0.432
MXD1	BCL6	9940.ENSOARP00000021203	9940.ENSOARP00000022009	0	0	0	0	0.044	0.067	0	0.427	0.444
MYH10	MYLK	9940.ENSOARP00000001707	9940.ENSOARP00000021691	0	0	0	0	0.090	0.106	0.143	0.429	0.549
MYLK	MYH10	9940.ENSOARP00000021691	9940.ENSOARP00000001707	0	0	0	0	0.090	0.106	0.143	0.429	0.549
MYLK	NEB	9940.ENSOARP00000021691	9940.ENSOARP00000009324	0	0	0	0	0.277	0.212	0.145	0.231	0.575
MYLK	MYOCD	9940.ENSOARP00000021691	9940.ENSOARP00000016627	0	0	0	0	0.051	0.103	0	0.413	0.456
MYLK	ANKRD1	9940.ENSOARP00000021691	9940.ENSOARP00000017081	0	0	0	0	0.090	0.135	0.055	0.383	0.479
MYLK	FNDC4	9940.ENSOARP00000021691	9940.ENSOARP00000020794	0	0	0	0	0	0	0	0.425	0.425
MYOCD	MAP2K3	9940.ENSOARP00000016627	9940.ENSOARP00000002773	0	0	0	0	0.077	0.061	0	0.503	0.531
MYOCD	CNN2	9940.ENSOARP00000016627	9940.ENSOARP00000011258	0	0	0	0	0.067	0	0	0.782	0.788
MYOCD	HAND2	9940.ENSOARP00000016627	9940.ENSOARP00000016468	0	0	0	0	0.148	0	0	0.624	0.666
MYOCD	MYLK	9940.ENSOARP00000016627	9940.ENSOARP00000021691	0	0	0	0	0.051	0.103	0	0.413	0.456
N4BP1	DNAJC13	9940.ENSOARP00000018210	9940.ENSOARP00000009695	0	0	0	0	0.196	0	0	0.362	0.465
N4BP1	CASP8	9940.ENSOARP00000018210	9940.ENSOARP00000018175	0	0	0	0	0.049	0	0.833	0.086	0.842
NAIP	TNFAIP3	9940.ENSOARP00000005852	9940.ENSOARP00000000580	0	0	0	0	0.098	0.159	0.352	0.050	0.470
NAIP	UBC	9940.ENSOARP00000005852	9940.ENSOARP00000019508	0	0	0	0	0.081	0.373	0.372	0.087	0.625
NAIP	RIPK2	9940.ENSOARP00000005852	9940.ENSOARP00000012001	0	0	0	0	0.063	0.388	0.181	0.303	0.629
NAMPT	PNPT1	9940.ENSOARP00000004816	9940.ENSOARP00000002293	0.044	0	0	0	0.358	0	0	0.216	0.476
NCOA7	IRAK2	9940.ENSOARP00000008463	9940.ENSOARP00000005327	0	0	0	0	0	0	0	0.477	0.477
NCOA7	W5PFD5_SHEEP	9940.ENSOARP00000008463	9940.ENSOARP00000009150	0	0	0	0	0	0	0	0.408	0.408
NCOA7	AMIGO2	9940.ENSOARP00000008463	9940.ENSOARP00000019049	0	0	0	0	0.047	0	0	0.547	0.549
NDRG2	SGK1	9940.ENSOARP00000021165	9940.ENSOARP00000015778	0	0	0	0	0	0.075	0	0.417	0.438
NDUFV2	GLDC	9940.ENSOARP00000000921	9940.ENSOARP00000014664	0	0.394	0	0	0.111	0	0	0	0.438
NDUFV2	PPP1R15A	9940.ENSOARP00000000921	9940.ENSOARP00000013229	0	0	0	0	0.067	0.453	0.408	0.188	0.721
NEB	MYLK	9940.ENSOARP00000009324	9940.ENSOARP00000021691	0	0	0	0	0.277	0.212	0.145	0.231	0.575
NEB	BCL6	9940.ENSOARP00000009324	9940.ENSOARP00000022009	0	0	0	0	0	0.740	0.052	0	0.742
NEDD9	RAP1B	9940.ENSOARP00000015927	9940.ENSOARP00000001075	0	0	0	0	0.078	0.075	0.365	0.056	0.420
NEK9	PLK3	9940.ENSOARP00000001838	9940.ENSOARP00000001249	0	0	0	0.606	0.075	0.095	0.556	0.074	0.609
NEK9	CDK17	9940.ENSOARP00000001838	9940.ENSOARP00000013346	0	0	0	0.568	0.061	0.046	0.407	0.071	0.440
NEK9	PLK2	9940.ENSOARP00000001838	9940.ENSOARP00000007754	0	0	0	0.594	0.075	0.095	0.556	0.074	0.609
NEK9	REC8	9940.ENSOARP00000001838	9940.ENSOARP00000020623	0	0	0	0	0	0	0	0.782	0.782
NFIL3	ATF3	9940.ENSOARP00000003574	9940.ENSOARP00000011261	0	0	0	0	0.090	0.146	0.069	0.302	0.427
NFIL3	BHLHE40	9940.ENSOARP00000003574	9940.ENSOARP00000008413	0	0	0	0	0	0.101	0.087	0.415	0.478
NFKB1	TNFAIP3	9940.ENSOARP00000013630	9940.ENSOARP00000000580	0	0	0	0	0.132	0.098	0	0.407	0.495
NFKB1	FBXW11	9940.ENSOARP00000013630	9940.ENSOARP00000003880	0	0	0	0	0	0.329	0.367	0.102	0.585
NFKB1	IRAK2	9940.ENSOARP00000013630	9940.ENSOARP00000005327	0	0	0	0	0.090	0.103	0.202	0.234	0.434
NFKB1	BIRC3	9940.ENSOARP00000013630	9940.ENSOARP00000006810	0	0	0	0	0.111	0.178	0.053	0.374	0.509
NFKB1	NFKBIA	9940.ENSOARP00000013630	9940.ENSOARP00000008048	0	0	0	0.750	0.111	0.946	0.991	0.533	0.999
NFKB1	NLRP3	9940.ENSOARP00000013630	9940.ENSOARP00000008143	0	0	0	0	0.080	0	0.900	0.066	0.906
NFKB1	LOC101103623	9940.ENSOARP00000013630	9940.ENSOARP00000009333	0	0	0	0	0.042	0	0.900	0.228	0.919
NFKB1	RELB	9940.ENSOARP00000013630	9940.ENSOARP00000010249	0	0	0	0.739	0.165	0.789	0.510	0.645	0.965
NFKB1	CCL2	9940.ENSOARP00000013630	9940.ENSOARP00000010324	0	0	0	0	0.081	0	0.900	0.426	0.942
NFKB1	PPP2R2A	9940.ENSOARP00000013630	9940.ENSOARP00000010516	0	0	0	0	0.066	0	0.900	0	0.902
NFKB1	ATF3	9940.ENSOARP00000013630	9940.ENSOARP00000011261	0	0	0	0	0.056	0.080	0.100	0.350	0.424
NFKB1	RIPK2	9940.ENSOARP00000013630	9940.ENSOARP00000012001	0	0	0	0	0.105	0.103	0.102	0.455	0.554
NFKB1	FOSL2	9940.ENSOARP00000013630	9940.ENSOARP00000020928	0	0	0	0	0.047	0.080	0.100	0.365	0.431
NFKB1	EGR1	9940.ENSOARP00000013630	9940.ENSOARP00000017688	0	0	0	0	0	0.094	0.053	0.401	0.441
NFKB1	EGFR	9940.ENSOARP00000013630	9940.ENSOARP00000014758	0	0	0	0	0	0.075	0.049	0.445	0.469
NFKB1	CXCL10	9940.ENSOARP00000013630	9940.ENSOARP00000017841	0	0	0	0	0.079	0	0	0.481	0.502
NFKB1	ICAM1	9940.ENSOARP00000013630	9940.ENSOARP00000016801	0	0	0	0	0.145	0	0	0.480	0.537
NFKB1	ETS2	9940.ENSOARP00000013630	9940.ENSOARP00000015589	0	0	0	0	0.066	0.353	0.110	0.245	0.540
NFKB1	IRF1	9940.ENSOARP00000013630	9940.ENSOARP00000016180	0	0	0	0	0.144	0.058	0.052	0.479	0.548
NFKB1	ETS1	9940.ENSOARP00000013630	9940.ENSOARP00000014038	0	0	0	0	0.090	0.353	0.110	0.266	0.563
NFKB1	UBC	9940.ENSOARP00000013630	9940.ENSOARP00000019508	0	0	0	0	0.054	0.163	0.531	0.052	0.600
NFKB1	CXCL8	9940.ENSOARP00000013630	9940.ENSOARP00000015557	0	0	0	0	0.076	0	0.900	0.279	0.927
NFKB1	NFKBIZ	9940.ENSOARP00000013630	9940.ENSOARP00000019997	0	0	0	0.577	0.111	0.112	0.900	0.411	0.947
