"Geneid","Length","SRR21623193","SRR21623194","SRR21623195","SRR21623196","SRR21623197","SRR21623198"
"LOC443442",796,0,0,0,0,0,0
"LOC101106314",420,189,106,176,130,193,158
"LOC105605850",1765,80,100,76,56,60,46
"LOC101106064",737,1,7,13,3,1,0
"LOC101105809",1382,0,0,0,14,4,0
"LOC101105561",1949,0,0,0,2,8,0
"LOC105605849",2942,2,0,2,0,3,0
"LOC105605848",906,0,0,0,0,0,0
"LOC101105315",318,0,0,1,0,2,0
"LOC106992019",551,0,0,0,0,0,0
"LOC101104816",739,0,0,0,0,0,0
"LOC101104384",750,2,4,0,8,16,8
"LOC101104135",954,0,0,0,0,0,0
"LOC101103883",972,0,0,0,0,0,0
"LOC101103633",983,0,0,0,0,0,0
"LOC101103385",818,0,0,0,0,0,0
"LOC106992018",1070,0,0,0,0,2,0
"LOC105605846",2798,0,0,0,0,0,0
"LOC101102132",795,48,46,61,16,24,52
"LOC106992017",910,0,0,0,0,0,0
"LOC105605845",2492,0,0,0,0,0,0
"LOC106990666",6996,8,2,0,0,2,0
"LOC101101878",5650,21,14,6,23,42,50
"LOC105605844",717,395,264,355,381,383,394
"LOC101123196",2273,633,418,645,256,434,392
"LOC101122934",2684,0,0,0,0,0,0
"LOC106992016",823,257,124,116,38,124,116
"LOC101122678",936,0,0,0,0,0,0
"LOC101121410",2072,0,0,0,0,0,0
"LOC101121923",7837,4,0,4,8,6,0
"LOC101121159",3488,2,2,5,6,3,1
"LOC106992014",3420,0,0,0,0,0,0
"LOC101120904",3845,0,0,0,2,0,0
"LOC106992015",1035,0,0,0,0,0,0
"LOC105605832",1522,0,0,0,2,4,4
"LOC105605833",1874,2,10,0,2,14,0
"LOC105605834",1519,328,322,234,149,204,184
"LOC105605831",2325,0,4,0,12,12,8
"LOC101120395",2354,67,28,70,303,420,348
"LOC105605830",495,491,403,496,302,472,412
"LOC101119380",927,0,0,0,0,0,0
"LOC101119122",915,0,0,0,0,0,0
"LOC101120151",915,0,0,0,0,0,0
"LOC101119891",927,0,0,0,0,0,0
"LOC101119626",939,0,0,0,0,0,0
"LOC105605829",1765,43,25,56,26,37,31
"LOC106992013",5780,52,49,100,58,67,72
"LOC106992012",4449,37,38,44,54,75,57
"LOC105605827",361,8,1,1,1,0,5
"LOC101117830",2560,10,0,0,4,0,0
"LOC101117572",1259,29,24,26,15,48,28
"PLCXD1",1497,132,81,97,39,77,78
"GTPBP6",1020,785,442,782,304,517,431
"LOC105605825",365,171,107,122,71,103,119
"LOC101116812",965,113,61,69,32,50,55
"LOC101116294",1222,5,4,0,1,0,0
"LOC101116030",930,0,0,0,0,0,0
"LOC105605824",1296,7,6,7,6,2,14
"LOC101115772",608,3,2,1,11,0,0
"LOC101115352",1315,14,38,30,14,36,20
"LOC101115103",206,2,4,4,10,30,11
"LOC105605823",1177,0,0,2,0,3,2
"LOC101114852",1696,5,1,2,0,2,6
"LOC101114595",396,0,0,0,1,0,2
"LOC101114089",1086,6,5,2,2,4,2
"LOC105612642",645,2,3,0,0,0,2
"LOC101113831",2139,134,140,108,48,62,64
"GRIN1",2154,0,0,0,0,2,2
"LOC105605822",865,147,96,146,66,76,86
"MAN1B1",1300,335,184,321,172,258,178
"LOC105605820",1694,0,0,0,0,0,0
"LOC105612850",902,0,0,0,0,0,0
"LOC101112797",1098,0,0,0,0,0,0
"LOC101112548",1009,0,0,0,0,0,0
"LOC101112298",1320,1076,652,991,472,670,622
"LOC105605819",730,185,91,152,130,206,193
"LOC105605818",2107,51,29,54,38,54,48
"LOC101112038",710,202,145,160,92,108,140
"LOC106990745",1793,134,117,134,121,143,140
"LOC101111529",732,3,0,6,6,4,7
"LOC106992010",594,3,6,2,0,1,2
"LOC101111004",1170,97,70,120,50,82,75
"LOC105605814",1382,0,0,0,0,1,0
"LOC101110486",965,0,0,0,0,3,2
"PHPT1",269,293,271,222,139,227,162
"LOC101109683",1291,0,0,0,0,0,0
"LOC101109425",4118,3,2,2,2,9,7
"LOC101108897",901,61,40,44,45,28,57
"LOC101108638",804,0,0,0,0,0,0
"LOC101108374",1020,58,29,60,26,16,34
"LOC101108115",784,2,4,0,2,0,0
"LOC101107851",1031,230,76,174,118,126,144
"LOC105605811",2777,2,4,0,4,0,0
"LOC106992009",687,4,2,12,1,0,0
"LOC101107340",1076,166,120,146,356,479,468
"LOC101107080",1332,804,528,812,347,487,481
"LOC101106575",804,6,4,13,12,18,3
"LOC105605810",1683,0,11,8,6,5,0
"LOC105605809",3891,2290,1758,2153,1332,1513,1392
"LOC101106063",2172,261,87,218,175,192,133
"LOC101105560",672,0,0,0,1,0,0
"LOC101105314",2736,5,0,0,3,1,0
"TRNAG-CCC",9814,279,246,340,204,308,276
"LOC105605808",1906,321,284,353,146,219,232
"LOC101104893",703,0,0,0,0,0,0
"LOC101104643",2241,0,1,2,4,15,14
"LOC105605807",495,0,0,0,0,0,0
"LOC101104133",1338,388,356,406,268,372,255
"LOC101103631",1256,1877,1277,1713,1027,1491,1387
"LOC105605805",2492,240,161,225,58,70,50
"LOC101103383",955,0,1,0,0,0,0
"LOC101103134",4273,30,17,37,13,12,19
"LOC101102883",890,40,34,43,33,28,27
"LOC106992007",990,71,30,78,16,44,53
"GML",2035,14,9,16,10,10,26
"LOC101102377",3752,4,7,4,12,16,11
"LOC106990160",1319,4,2,9,2,10,7
"LOC101101876",1381,0,6,4,9,6,4
"LOC101123451",1455,2,6,11,2,0,4
"LOC101123194",910,0,0,1,0,0,0
"LOC101122932",2930,937,695,861,401,474,522
"LOC105605802",1857,16,15,12,2,21,14
"LOC105605801",2306,0,0,0,1,4,0
"LOC106990725",2847,23,18,34,39,35,21
"TMEM185A",3180,1524,1133,1400,1194,1386,1286
"LOC101121666",1724,0,2,0,0,0,0
"LOC105605800",1371,0,0,0,0,0,0
"LOC101121157",1463,10288,6446,10082,7940,11359,10820
"LOC101120902",1083,0,0,0,0,0,2
"LOC101120643",587,0,0,0,1,0,0
"LOC101120393",1247,4,0,0,0,0,0
"LOC105605799",748,7,8,11,4,7,4
"LOC106992006",832,0,0,1,0,0,0
"LOC101119889",459,0,0,1,0,2,2
"LOC105605798",3697,82,61,80,20,37,52
"LOC101119624",1145,0,0,2,1,1,7
"LOC105605794",931,42,32,70,17,40,24
"RHOT2",1799,651,485,626,298,458,462
"LOC105605793",582,13,1,5,4,1,20
"LOC105605792",770,0,0,0,0,0,0
"LOC101118857",853,0,0,0,0,0,0
"LOC101118594",1350,2,3,4,2,10,0
"LOC105605791",470,0,0,0,0,0,0
"LOC106990686",390,0,0,0,0,0,0
"LOC101117828",468,0,0,0,0,0,0
"LOC105605790",1843,0,6,2,6,6,1
"LOC101117313",380,1,0,0,0,0,0
"LOC101117059",766,0,0,0,0,0,0
"LOC101116548",1632,508,456,527,326,501,434
"LOC101116292",965,0,0,0,0,0,0
"GNLY",1404,6,0,0,2,0,2
"LOC101115518",435,0,0,0,0,0,0
"LOC101115262",698,0,4,4,0,2,0
"LOC101115009",1388,8,9,16,10,25,13
"LOC105605785",551,25,6,15,17,10,13
"LOC101114758",868,18,12,18,2,12,18
"LOC101114499",1160,272,266,334,192,257,244
"LOC443475",1968,127,109,118,28,48,63
"LOC105605783",524,12,6,18,4,8,17
"LOC101113995",1271,0,0,0,0,2,0
"LOC101113736",1793,2,16,5,0,0,8
"LOC101113472",1051,11663,7343,11386,5494,7075,6227
"LOC101113211",2099,8,6,8,0,4,2
"LOC106992004",3911,7,3,5,4,1,7
"LOC105605781",2167,0,0,0,2,0,0
"LOC105605780",1768,1,0,0,20,9,25
"LOC106992003",464,77,53,70,46,57,48
"LOC101112959",2601,514,486,487,258,443,317
"LOC101112460",2652,0,0,0,2,0,4
"LOC106990275",924,0,0,2,0,0,0
"LOC101111944",984,0,0,0,0,0,0
"LOC101111695",634,4,0,8,4,18,5
"LOC101111433",1907,25,8,4,13,14,10
"LOC105605777",320,4,18,11,21,18,2
"ABCA2",5988,117,94,150,64,74,72
"NPDC1",1729,58,50,66,28,30,58
"ENTPD2",2123,4,4,0,0,6,0
"LOC105605775",4827,358,210,438,182,206,214
"LOC101110658",652,0,0,2,4,1,0
"LOC101110399",900,2,0,6,0,2,0
"LOC106992002",499,0,0,0,6,0,0
"LOC101109599",711,0,0,0,0,0,0
"LOC105605773",2024,4,0,0,8,8,4
"LOC101109077",865,10,2,8,0,14,24
"LOC105605772",3397,1,1,0,0,0,0
"LOC106992001",903,90,57,96,47,59,40
"LOC101108554",1221,0,0,0,4,26,2
"LOC101108292",2660,6,0,0,26,33,51
"LOC101108032",951,82,24,61,46,42,72
"LOC101107504",945,0,0,0,0,0,0
"LOC101107001",1017,0,0,0,0,0,1
"LOC105614568",633,6,6,8,4,2,4
"LOC101106498",2055,0,0,0,0,2,0
"LOC105605771",2027,66,38,57,24,37,33
"LOC101105728",7209,2,2,4,18,13,18
"LOC105613787",2785,0,0,0,2,0,0
"LOC105605770",3356,0,0,1,8,16,13
"LOC101104465",939,0,0,0,0,0,0
"LOC101104970",944,0,0,0,0,0,0
"LOC101104213",930,0,0,0,0,0,0
"LOC101104723",983,120,50,96,71,114,79
"LOC101104051",2149,216,131,189,87,129,111
"LOC101103794",1262,4,0,0,0,4,0
"LOC101103547",2800,0,0,4,1,6,2
"LOC105605768",1265,0,0,0,1,0,0
"LOC105605767",1143,0,0,0,0,0,0
"LOC101103050",2289,0,0,0,11,0,10
"LOC101103304",1488,40,32,21,91,147,129
"LOC101102796",849,0,2,5,0,1,0
"LOC101102549",1067,48,10,29,20,31,23
"LOC105605766",916,0,2,0,2,0,0
"LOC101102047",2260,0,0,0,0,0,0
"UGT1A9",2473,32,33,35,14,16,15
"UGT1A6",2385,32,33,35,14,16,15
"UGT1A4",2370,40,38,37,16,22,16
"UGT1A3",2374,81,57,52,37,26,22
"UGT1A1",2389,32,33,35,14,16,15
"LOC106990771",380,0,0,0,0,0,0
"LOC101122337",1644,0,0,0,0,0,0
"LOC101122087",3536,5,2,8,116,172,137
"LOC101121836",1078,0,0,0,0,0,0
"LOC101121581",948,0,0,0,0,0,0
"LOC101121328",939,0,0,0,0,0,0
"LOC101121077",2170,0,0,0,0,0,0
"LOC101120814",1544,4,0,0,0,0,0
"LOC101120558",855,0,0,0,0,0,0
"LOC101120309",897,0,0,0,0,0,0
"LOC101120061",1224,0,0,0,0,0,0
"LOC101119800",440,1,0,0,1,0,0
"LOC106992000",1568,11,2,14,3,3,1
"LOC101119287",2251,110,81,116,93,91,120
"LOC101119025",1259,0,0,1,1,0,1
"LOC106991999",2443,22,28,39,44,61,28
"LOC101118767",936,0,2,0,7,7,6
"LOC105605763",2943,208,178,195,211,227,232
"LOC105605761",1778,8,8,12,34,57,36
"LOC443441",955,2,20,0,2,2,0
"LOC101117998",1407,0,4,0,0,0,0
"LOC101117738",1059,0,0,0,0,0,0
"LOC101117483",343,6,4,30,0,4,2
"LOC105605760",2620,0,0,0,6,0,0
"LOC101116970",957,0,0,0,0,0,0
"LOC101116713",2202,6,3,4,0,10,3
"LOC101116461",722,0,0,0,0,0,0
"LOC101115440",588,0,2,0,2,0,2
"LOC101115194",1271,12,2,10,1,13,3
"LOC105605759",2563,2,0,12,5,10,12
"LOC105605758",1685,0,0,6,0,2,7
"LOC106990727",841,0,0,0,0,0,0
"LOC101114177",956,0,0,0,0,0,0
"LOC101105526",1854,0,0,0,0,0,0
"LOC101113921",1140,1,0,0,0,0,0
"LOC101113398",1742,2,10,5,0,0,4
"LOC105605755",702,4,0,0,0,2,6
"LOC101113136",1589,186,111,161,301,369,270
"LOC105605752",1150,204,179,234,82,105,110
"LOC106990152",616,0,2,2,0,2,0
"LOC101112459",3054,3,10,12,2,6,4
"LOC101112202",827,1,4,3,1,0,8
"LOC101111943",652,0,0,2,4,1,0
"LOC105605750",735,62,30,72,172,140,112
"LOC101111694",1161,544,249,471,514,691,750
"LOC105605749",389,62,50,82,46,36,40
"LOC101111432",550,85,37,67,35,54,34
"LOC101111168",2318,0,0,0,0,0,0
"BSP5L",372,0,0,0,0,0,0
"LOC101110657",2452,772,707,760,1296,1496,1226
"LOC105605748",375,0,0,0,0,4,0
"LOC105612800",978,0,0,0,1,0,0
"LOC101110128",5119,790,618,805,679,865,800
"LOC101109598",578,1,2,5,1,2,1
"TRNAD-GUC",1370,157,98,165,171,197,197
"TRNAG-UCC",3918,147,159,147,140,168,140
"TRNAE-CUC",3053,220,144,236,327,452,427
"LOC105605745",1694,3,2,0,0,0,2
"LOC105605744",4739,60,66,68,14,30,9
"LOC101108463",2565,54,36,60,15,42,10
"LOC106991998",233,1,0,4,0,2,0
"LOC105605743",1017,0,2,0,0,4,0
"LOC101108031",1213,429,340,593,344,379,444
"RENBP",1339,270,139,261,109,127,123
"NAA10",812,2157,1634,2089,1425,1749,1568
"ARHGAP4",3563,22,3,16,19,24,30
"AVPR2",1062,0,0,0,0,1,10
"ASL",2081,277,141,261,144,179,164
"LOC105605742",1919,94,79,114,56,102,87
"LOC105605741",1927,294,203,341,340,477,483
"LOC101106152",2341,80,78,93,23,32,33
"LOC106991997",388,21,18,16,18,17,18
"LOC101105894",689,162,114,186,78,136,103
"LOC105605739",815,0,0,2,0,0,0
"LOC101105640",702,5,0,1,0,12,1
"LOC101105395",427,706,428,818,572,876,862
"LOC101105142",3545,0,6,0,0,0,0
"ZNF273",1293,446,334,366,261,242,247
"DNAJB8",1214,0,0,0,0,0,4
"LOC101104132",294,198,104,218,77,112,112
"LOC101103880",543,0,0,0,2,0,0
"LOC101103630",1457,0,2,2,0,2,2
"LOC101103382",942,0,0,0,0,0,0
"LOC101103133",464,8,4,22,4,13,1
"LOC101102882",945,0,0,0,0,0,0
"LOC106991996",750,0,0,2,1,4,0
"LOC101102376",671,2,0,0,0,0,0
"LOC101101875",1058,1,2,0,0,0,0
"LOC105605737",933,4,0,0,0,2,0
"LOC101123450",399,0,2,4,0,0,0
"LOC101123193",477,0,0,0,0,0,0
"LOC101122931",1026,0,0,0,0,0,0
"LOC101122675",1357,6,4,0,16,12,11
"LOC101122422",1544,0,0,0,2,8,8
"LOC101122175",555,0,0,0,0,0,0
"LOC101121920",902,2,4,0,5,9,9
"LOC105605734",1777,0,0,2,0,0,1
"LOC105605733",2334,286,148,262,362,532,537
"MLPH",3136,136,65,131,43,76,43
"LOC101121407",564,0,0,0,0,0,0
"LOC106990731",342,0,0,0,0,0,0
"LOC101120901",1119,0,0,0,0,0,0
"LOC105605730",1045,2,0,2,2,0,0
"LOC101120642",586,0,0,0,0,0,0
"LOC101120392",581,110,60,84,70,86,60
"DQA",1747,14,12,7,3,17,4
"LOC101119888",939,0,0,0,0,0,0
"LOC101119623",1020,0,0,0,0,0,0
"CKB",1516,25,14,19,26,28,49
"LOC101119120",329,0,0,4,0,0,0
"PABPC5",2568,183,191,168,123,114,97
"LOC101105478",1020,4,7,2,4,1,7
"LOC101113207",1209,0,0,0,0,2,0
"LOC101112115",4378,85,76,87,20,18,38
"LOC105605661",682,103,71,65,52,44,61
"LOC105611277",2525,96,74,115,46,87,76
"PCDH11X",5768,0,0,0,2,0,0
"LOC101105223",1045,0,0,0,0,1,0
"LOC101104722",1669,7,12,32,5,2,13
"LOC105605726",615,0,0,0,0,0,0
"LOC101104464",969,0,0,0,0,0,0
"LOC101104212",374,0,0,0,0,0,4
"LOC101103955",2848,2,3,2,8,9,2
"RPA4",8086,180,205,195,200,238,249
"LOC105605656",1479,20,35,22,6,21,9
"DIAPH2",8094,2274,1964,2454,1762,2329,2083
"LOC101103457",1802,0,0,2,0,0,0
"LOC101111345",1620,822,616,845,448,545,528
"LOC101103217",812,0,0,0,0,0,0
"LOC101102964",1285,0,11,2,0,3,0
"LOC101102706",444,0,0,0,0,0,0
"LOC101102461",392,2,4,0,0,2,0
"LOC101102211",1300,107,111,97,83,91,87
"PCDH19",5795,4,2,8,5,14,24
"TNMD",1275,2,0,0,2,0,0
"TSPAN6",1058,6793,4610,5644,4091,4910,4785
"SRPX2",2207,74,60,85,86,117,114
"LOC101109594",1712,0,0,0,0,0,0
"LOC101109336",716,0,0,0,0,0,0
"LOC101123536",2965,0,0,4,0,1,0
"GPRASP1",6132,80,72,80,90,88,97
"BHLHB9",4229,1022,681,774,792,1043,948
"ARMCX5",5468,1012,647,786,582,604,651
"LOC101122504",1970,2,2,2,0,0,6
"LOC101122258",6380,6,0,2,12,2,12
"BEX5",1095,4,20,12,0,4,0
"TCEAL2",1317,0,0,6,4,5,6
"TCEAL6",609,0,0,0,0,0,0
"ZMAT1",3161,0,0,0,0,10,2
"LOC101120992",2184,0,0,0,4,0,2
"LOC105605650",434,8,0,0,2,0,0
"ARMCX2",3041,915,733,889,366,509,474
"ARMCX3",6630,11377,8258,9953,4942,5712,5244
"LOC101106998",1631,618,457,449,258,297,268
"LOC101120732",1229,562,451,553,212,235,216
"ARMCX1",2405,2691,1690,2142,878,1184,1078
"LOC105605648",2622,2,0,0,0,0,0
"ARMCX4",8932,0,0,6,2,2,0
"LOC101119964",1277,0,0,0,0,0,0
"HNRNPH2",2416,3770,2560,3000,2286,2652,2596
"GLA",1555,2250,1694,2086,1246,1587,1774
"RPL36A",536,7087,5018,7291,4474,6477,5049
"BTK",2771,0,0,6,2,0,0
"TIMM8A",1254,986,750,952,711,863,804
"TAF7L",2380,62,57,44,37,53,55
"DRP2",9770,149,100,120,26,54,64
"CENPI",4466,4462,3720,4458,2092,2737,2485
"TMEM35",2090,100,74,86,62,44,32
"TRMT2B",2509,62,61,79,23,64,41
"ARL13A",2083,8,18,18,6,6,3
"XKRX",2262,104,48,80,14,54,24
"NOX1",2632,28,38,35,12,35,39
"CSTF2",2120,1212,833,1084,1026,1185,1203
"LOC105605645",1607,68,40,54,40,28,45
"LOC105605724",4207,255,226,281,247,238,303
"SYTL4",4115,1024,722,846,489,638,548
"LOC105605644",1786,259,182,243,178,209,207
"LOC105605643",1749,94,67,107,67,86,89
"LOC101118931",4904,1884,1597,1838,1379,1907,1741
"LOC105605642",798,4,0,0,0,4,4
"SERPINA7",1408,0,0,0,0,0,0
"NRK",8651,105,84,92,56,58,80
"LOC101102208",618,4,0,0,2,2,4
"LOC105605641",2555,48,40,18,8,18,10
"IL1RAPL2",5204,128,104,128,48,77,50
"LOC101118678",964,0,0,0,4,0,0
"LOC105605640",916,130,170,158,118,155,177
"LOC101123532",1410,98,80,114,98,122,72
"ESX1",1152,0,0,0,0,0,0
"FAM199X",7537,5355,4134,4875,3432,4230,4204
"LOC105605638",377,35,34,16,12,17,9
"ZCCHC18",5776,134,109,120,74,94,166
"SLC25A53",5295,368,264,351,172,290,314
"LOC101122255",774,8,2,2,14,18,12
"LOC101117912",895,6,4,0,6,2,4
"TRNAH-AUG",503,35,21,27,27,38,17
"CYSLTR1",3177,0,0,0,0,4,0
"LOC101121750",640,4,0,16,8,6,4
"RAB9B",4792,18,24,14,4,10,4
"PLP1",2995,0,6,0,0,0,0
"GLRA4",4407,0,0,0,6,0,0
"MORF4L2",2118,24160,17959,22588,17486,20947,19714
"TCEAL1",2262,114,146,164,114,160,98
"LOC101117654",9098,66,107,113,62,109,110
"TCEAL4",2286,534,406,516,304,313,330
"LOC105605637",4298,51,115,38,50,51,46
"LOC105605636",9038,180,215,142,127,151,182
"BEX4",750,102,80,72,68,86,60
"TRNAE-UUC",8405,594,660,693,580,652,644
"TCEAL8",1212,1196,813,1132,651,847,743
"LOC105605633",3118,7,0,6,11,1,2
"BEX2",796,578,486,472,284,344,356
"TCEAL7",3125,4,4,4,2,6,2
"WBP5",996,196,110,236,82,84,94
"NGFRAP1",786,300,301,430,214,305,299
"LOC105601901",487,21,18,16,7,5,0
"LOC101117144",1969,87,64,54,42,20,20
"LOC101116890",2071,460,322,383,152,165,166
"CXHXorf57",2563,0,0,0,6,10,0
"RNF128",2754,983,704,753,837,1110,903
"LOC105610402",650,88,53,82,74,77,97
"TBC1D8B",6318,5153,4402,5698,3249,3819,3625
"RIPPLY1",2505,0,4,0,6,0,0
"CLDN2",2862,1,13,11,2,2,2
"MORC4",3554,1180,1009,1254,481,596,540
"RBM41",9255,453,529,458,487,549,599
"NUP62CL",2753,561,462,504,348,364,304
"PIH1D3",1029,198,138,202,122,152,124
"FRMPD3",10024,2,0,0,0,4,0
"PRPS1",2150,4186,2943,3764,2674,3438,3402
"TSC22D3",2781,3092,2121,2804,923,1337,1205
"MID2",7092,3819,2869,3187,1758,2245,2134
"LOC105605627",7994,66,105,98,56,70,80
"TEX13B",1296,10,16,4,18,8,12
"LOC105605626",2877,28,28,24,50,47,28
"VSIG1",2465,91,97,148,229,238,244
"PSMD10",1539,2345,1630,1895,1306,1536,1507
"ATG4A",3647,2474,1876,2180,1614,1929,1869
"COL4A6",9269,2822,1798,2639,1304,1793,1665
"COL4A5",6597,13772,9438,11943,6056,7934,7595
"IRS4",3808,18,0,8,0,5,0
"LOC101114850",865,2,2,2,2,10,4
"GUCY2F",6330,2,0,8,0,4,12
"NXT2",962,164,138,217,170,216,184
"KCNE5",535,0,6,0,4,2,0
"ACSL4",6417,38026,26946,34546,41339,50195,47630
"LOC105605623",11694,14,4,0,4,26,22
"TMEM164",24130,609,545,591,328,528,471
"LOC105605723",2566,824,495,806,458,631,562
"AMMECR1",5338,1718,1271,1669,1195,1397,1304
"RGAG1",8904,14,14,16,14,26,6
"CHRDL1",3653,420,266,364,118,178,112
"PAK3",12489,2238,1780,2179,2100,2611,2292
"CAPN6",3531,16,20,6,4,8,10
"DCX",9937,42,26,26,44,66,60
"LOC105601962",1283,2,0,4,6,4,2
"LOC101113047",5164,182,172,116,150,184,116
"LOC105605620",1054,0,0,0,0,0,0
"LOC105612323",1792,16,0,10,2,16,10
"ALG13",10747,1979,1546,1904,1338,1430,1438
"TRPC5OS",1407,0,0,0,0,6,8
"TRPC5",9672,34,28,20,65,54,58
"LOC105605618",5983,0,2,0,4,4,0
"LOC101112296",2524,0,0,0,2,0,0
"LOC101112036",770,0,0,0,0,0,0
"LHFPL1",2145,2,0,2,0,0,0
"AMOT",14610,7932,5910,7083,1987,2517,2346
"LOC101111262",1872,0,0,2,4,2,8
"LOC101108550",1332,0,0,0,0,0,4
"LOC106990380",4354,0,8,8,0,2,0
"RBMX2",1386,234,206,183,162,197,216
"LOC106991984",611,0,0,0,0,0,0
"LOC101110213",1537,40,22,28,6,14,6
"KLHL4",3956,134,121,128,87,154,82
"IL13RA2",1429,130,114,122,130,109,113
"LRCH2",5278,2191,1784,2186,1303,1705,1552
"PLS3",3244,24891,17426,21169,16378,21550,19197
"LOC105605616",8105,1179,890,1051,174,292,190
"SLC6A14",2428,16,10,19,16,18,36
"CT83",2863,0,0,2,11,0,0
"LOC101109154",661,0,2,0,0,0,0
"LOC101108895",1181,0,0,0,0,0,0
"LOC101108636",1208,0,0,0,0,0,1
"LOC106990692",2844,41,60,40,42,47,92
"LOC101106147",1058,1,10,8,0,1,0
"LOC101105888",1055,8,10,4,4,18,0
"KLHL13",9832,2649,1917,2217,2015,2300,2061
"WDR44",8516,5231,4273,5222,4145,5468,4847
"LOC105605613",1531,536,355,508,359,459,502
"DOCK11",13320,3580,2886,3610,1504,1939,1859
"AGTR2",9233,16,10,4,14,0,6
"LOC101107849",639,0,0,0,4,0,0
"IL13RA1",3750,12122,8232,10081,7620,9408,8824
"ZCCHC12",2407,72,42,68,46,80,56
"LOC105605611",5392,336,263,327,192,265,308
"LONRF3",7474,4545,3328,3916,2492,2955,3089
"LOC101106831",739,0,2,0,4,0,0
"KIAA1210",6741,34,20,40,20,36,24
"PGRMC1",1060,4520,3627,4250,3033,3467,3375
"LOC101106061",7334,32,12,40,34,50,37
"LOC101105806",1440,0,0,0,0,0,0
"LOC105610137",613,98,85,89,72,96,91
"LOC105605610",726,0,0,0,0,0,0
"SLC25A43",3800,763,548,802,468,536,543
"SLC25A5",891,10795,8048,10710,6636,8713,7453
"CXHXorf56",1115,365,266,327,201,250,211
"UBE2A",1641,8123,5861,7024,4387,5498,5229
"NKRF",3988,2944,2245,2990,1631,2233,2015
"LOC105605609",2589,46,31,24,8,10,16
"SEPT6",6777,1114,866,1111,770,1057,863
"SOWAHD",1896,0,4,4,12,17,20
"RPL39",431,16134,11120,15816,11653,15564,13041
"LOC101102291",1788,45,13,30,12,20,35
"UPF3B",4301,942,673,773,510,676,624
"LOC105605607",5413,26,6,6,10,12,18
"RNF113A",1341,668,390,594,168,134,150
"NDUFA1",401,316,295,327,241,265,322
"AKAP14",1747,18,25,23,12,23,23
"NKAP",5163,1042,714,1008,740,872,875
"LOC106990442",295,0,0,0,0,0,0
"LOC101104563",476,0,2,4,0,8,6
"LOC105605605",1265,0,9,22,12,22,10
"LOC105605606",4082,763,648,863,452,550,480
"TRNAS-AGA",1374,94,74,78,61,94,46
"ENOX2",19844,1177,1090,1107,774,971,1015
"GPR119",6298,52,38,24,22,26,20
"SLC25A14",1654,728,479,531,426,555,521
"LOC105605604",2260,0,0,0,0,2,0
"ZNF280C",9134,1770,1436,1631,1079,1441,1186
"RAB33A",1109,6,12,6,14,15,4
"AIFM1",2364,987,617,923,492,779,682
"ELF4",4138,1289,1016,1176,699,876,853
"BCORL1",5849,400,450,459,174,284,236
"LOC106990423",1635,5,0,4,8,2,0
"UTP14A",2587,1180,944,1341,765,875,882
"CCDC169",808,0,0,0,0,0,0
"ZDHHC9",2924,4809,3705,4429,2902,3959,3666
"SASH3",3174,8,6,8,21,17,15
"XPNPEP2",4057,38,34,36,9,8,18
"LOC105605603",3296,1706,1292,1703,338,418,451
"OCRL",5437,4588,3597,4397,2465,3119,2970
"SMARCA1",3880,4012,3284,3759,1932,2320,2206
"LOC105605602",1331,66,40,44,8,39,28
"LOC106990690",4755,19,22,59,36,12,18
"LOC105605721",708,0,0,0,0,0,0
"LOC101119281",1477,0,0,0,0,0,0
"LOC101103545",730,0,0,0,0,0,0
"LOC101119020",1803,116,140,116,84,72,77
"LOC101118761",1727,616,439,495,415,595,517
"PRR32",1217,0,0,0,0,0,0
"LOC101103048",1401,0,0,0,0,0,0
"DCAF12L2",2378,0,0,0,0,0,0
"LOC101117993",488,1,0,0,0,0,0
"LOC101102794",1241,1634,1125,1621,1194,1821,1486
"LOC105605597",4133,6,4,4,0,2,4
"LOC105605599",5204,12,16,4,10,14,9
"TENM1",13909,688,533,556,456,462,475
"SH2D1A",894,4,2,0,0,12,0
"LOC101102296",2236,0,2,0,0,0,0
"LOC101117053",830,58,28,42,26,51,44
"STAG2",6146,10271,7294,10235,7938,10086,8887
"XIAP",6943,4326,3294,4043,3953,4782,4612
"LOC105605720",935,252,224,268,200,206,186
"THOC2",12902,6076,5438,6136,4480,5484,5112
"GRIA3",7694,62,53,72,49,74,47
"LOC101115685",1245,104,56,86,51,119,90
"LOC105605719",2077,0,8,0,0,0,0
"LOC101123102",1722,1,3,6,0,2,3
"LOC105605591",4050,6,4,0,0,16,6
"LOC105605592",2065,6,0,8,0,2,0
"LOC101122335",2663,16,6,2,2,12,4
"LOC101115187",1989,90,41,85,81,101,105
"LOC105605590",1813,15,28,22,16,10,24
"C1GALT1C1",1697,844,585,890,565,670,630
"MCTS1",1819,949,695,866,506,652,558
"LOC101122085",1251,171,73,201,122,168,109
"LOC101121834",1019,0,2,0,0,0,4
"CUL4B",5452,6474,4351,5534,6756,8332,7303
"LAMP2",8612,71352,49220,59639,47842,57504,54770
"LOC105605589",1361,13,36,30,55,62,60
"LOC106991994",502,15,16,14,5,5,8
"ATP1B4",5118,345,234,276,128,143,130
"TMEM255A",3262,7072,5878,6485,2544,3226,3251
"ZBTB33",5255,5674,3916,4985,3392,4074,4136
"LOC105601887",14179,808,946,769,593,558,712
"LOC105605586",4109,0,0,0,0,0,0
"ARHGAP36",2686,6,2,2,2,6,2
